       0                  Team                   Name          Gp   Min     Ppg     FGM     FGA     FG%     FTM     FTA     FT%    3pt Made 3pt Att   3pt%   O Reb    Reb     Ast      PF     STL      TO     BLK      TF
       10           Rochester Royals          Jim Jackson      43   35.2    18.2    6.4     14.2    .453    4.9     5.9     .837     0.4      1.6     .269    1.6     4.7     3.3     2.3     0.6     2.9     0.3      0
       10           Rochester Royals        Stephon Marbury    50   24.1    11.2    3.8     8.5     .442    3.2     3.8     .827     0.5      1.8     .292    0.5     2.1     5.3     1.9      1      2.3      0       0
       10           Rochester Royals        Spencer Haywood    48    35     14.2    5.1     11.4    .450     4      4.9     .806      0       0.2     .222    2.7      9      1.8     3.5     0.8     2.2     1.8      0
       10           Rochester Royals         Pete Maravich     51   32.7    14.9     5      12.2    .406    3.6     4.6     .782     1.4      4.5     .303    1.1     5.2     6.2      3      1.4     2.6     0.2      0
       10           Rochester Royals       Clifford Robinson   34   6.4     2.6      1      2.5     .395    0.4     0.6     .737     0.2      0.9     .241    0.5     1.5     0.4     0.9     0.1     0.3     0.1      0
       10           Rochester Royals         Vince Carter      53   16.2    7.9     2.8     6.2     .458     2      2.7     .761     0.2      0.6     .265    0.7     2.2     1.8     2.3     0.4     1.2     0.8      0
       10           Rochester Royals         Otis Birdsong     39   8.1     4.1     1.6     3.2     .496    0.7     1.1     .683     0.2      0.4     .471    0.2     0.6     0.8     0.9     0.3     0.5     0.1      0
       10           Rochester Royals         Sherman White     49   11.5    6.1     2.3     4.4     .514    1.5      2      .740     0.1      0.1     .600    0.8     3.2     0.8     1.7     0.4     0.4     0.4      0
       10           Rochester Royals          Larry Kenon      52   27.6     12     4.9      10     .490    2.2     2.5     .883      0       0.1     .000    2.2     7.7     2.2     3.1     0.8     1.7     0.3      0
       10           Rochester Royals         Elmore Smith      48   24.6    8.5     3.4     7.5     .450    1.7      3      .552      0        0      .000    2.1     7.3     1.6     3.5     0.5     1.5     2.4      0
       10           Rochester Royals        Larry Costello     21   7.6      3      1.3     2.6     .500    0.3     0.4     .667     0.2      0.9     .222    0.2     0.6     1.6      1      0.2     0.5     0.3      0
       10           Rochester Royals         Billy Paultz      6    6.8     1.3     0.5     1.7     .300    0.3     0.7     .500      0       0.2     .000    0.3      2      0.5     1.8      0      0.3     0.7      0
       10           Rochester Royals        Rasheed Wallace    20   7.6     3.8     1.6     2.6     .608    0.6     0.7     .857     0.1      0.2     .500    0.4     1.8     0.3     1.5     0.3     0.3     0.4      0
       10           Rochester Royals            Totals         53   242    112.2    40.8    89.1    .458     27     34.6    .781     3.5      11.4    .311    12.8    45.6    25.8    26.3     7      16.7    7.2      0
       10           Rochester Royals            DTotals        53  241.9   116.2    43.7     95     .460    23.2    30.1    .771     5.5      16.6    .329    16.4    51.2    29.4    27.8    9.2     16.8    5.8      0
       10                 Team                   Name          Gp   Min     FGM     FGA     FG%     FTM     FTA     FT%   3pt Made 3pt Att    3pt%   O Reb    Reb     Ast      PF     STL      TO     BLK      TF      ?
       11            KC-Omaha Kings         Benny Borgmann     48    22      14     5.3     11.5    .458    2.9     3.9     .749     0.5      1.9     .292    0.7     1.8     2.1     2.4     1.3     1.9     0.3      0
       11            KC-Omaha Kings            Mel Riebe       53   27.9    15.5    6.2     13.2    .475    2.8     3.6     .760     0.2      0.7     .282    0.5     2.4     2.9     2.4     0.9     2.5     0.2      0
       11            KC-Omaha Kings           Chris Bosh       37   20.4    11.2    4.1     9.1     .444    2.6     3.2     .805     0.5      1.6     .339    0.6     4.2     1.7     2.1     0.7     1.4     0.2      0
       11            KC-Omaha Kings          Purvis Short      53   15.2    8.5     3.3      7      .478    1.4     1.6     .828     0.4      0.8     .512    0.8     2.3     1.3     1.7     0.8     1.2      0       0
       11            KC-Omaha Kings           Bob Kurland      53   29.2    13.4    5.7     11.8    .484    1.9     3.5     .557      0        0      .000     2      7.3     2.3     4.1     0.7     1.8     2.1      0
       11            KC-Omaha Kings           Eddie Jones      54   31.1    13.9     5      10.2    .491    2.2     2.9     .761     1.8      4.5     .388     1      3.6     3.2      3       2      1.9     0.4      0
       11            KC-Omaha Kings          Bernie Price      27   14.4    9.2     3.3     6.4     .506    2.6     3.9     .660     0.1      0.2     .400    0.9     3.2      1      2.2     0.2     0.9     0.4      0
       11            KC-Omaha Kings           Larry Foust      55   30.1    11.9    4.5     10.6    .422    2.9     3.7     .766     0.2      0.5     .333    2.5     9.3     2.5     4.1     0.9     1.9     1.5      0
       11            KC-Omaha Kings           Mel Daniels      53   12.4    5.1     1.8     4.2     .438    1.4     1.8     .765      0       0.1     .000    1.2     4.1     0.9     1.7     0.2     0.9     0.8      0
       11            KC-Omaha Kings          Bailey Howell     51   28.6    13.5    5.1     10.4    .488     3      3.5     .851     0.4      1.2     .339    2.1     6.5     1.3     3.8     0.9     1.6     1.4      0
       11            KC-Omaha Kings           Terry Tyler      36   9.1      3      1.4     2.9     .476    0.2     0.3     .583      0       0.1     .250    0.6     2.1     0.4     0.9     0.3     0.4     0.8      0
       11            KC-Omaha Kings          Bill Bridges      7    7.9     1.3     0.6      2      .286     0       0      .000     0.1      0.3     .500    0.6      2      0.9     1.9     0.3     1.3     0.3      0
       11            KC-Omaha Kings            Don Buse        32   7.6     2.2     0.8     1.5     .542    0.2     0.3     .700     0.3      0.8     .417    0.1     0.6      1      0.7     0.3     0.3      0       0
       11            KC-Omaha Kings          Nate McMillan     55   20.7    3.9     1.6     3.8     .413    0.5      1      .536     0.3      0.8     .326    1.3     3.9     6.5     2.7     1.5     1.9     0.4      0
       11            KC-Omaha Kings             Totals         55   241    110.6    42.5    91.2    .466    21.3    28.9    .737     4.2      11.8    .359    13.1    46.2     25     28.6    9.7      17     7.7      0
       11            KC-Omaha Kings             DTotals        55  240.8   113.3     41     89.4    .458    26.9     35     .769     4.5      14.6    .310    14.1    48.9    27.7    25.3    9.8     17.3    6.3      0
       11                 Team                   Name          Gp   Min     FGM     FGA     FG%     FTM     FTA     FT%   3pt Made 3pt Att    3pt%   O Reb    Reb     Ast      PF     STL      TO     BLK      TF      ?
       12            Boston Celtics          James Harden      54   33.3    22.1    7.1     15.5    .459    6.4     7.3     .873     1.4      4.6     .307    0.6     4.5     6.8     3.4     1.6     4.3     0.5      0
       12            Boston Celtics         Gordon Hayward     54   22.5    12.1    3.9     8.2     .479    3.6     4.5     .814     0.6      2.1     .295    0.6     2.7     1.9     1.9     0.6     1.7     0.3      0
       12            Boston Celtics         Brandon Knight     51   10.3    5.5     1.9     4.6     .414    1.2     1.4     .899     0.4      1.3     .294    0.2     1.2     1.5      1      0.2     1.2      0       0
       12            Boston Celtics           Dave Cowens      54   21.1     9      4.1     8.7     .467    0.8     1.1     .677     0.1      0.5     .172    2.1     6.9     1.6     2.6     0.7     1.2     0.9      0
       12            Boston Celtics        LaMarcus Aldridge   43   26.8    15.7    7.1     12.7    .560    1.5      2      .767      0        0      .000    2.6     7.2     0.9     3.5     0.7     1.1      1       0
       12            Boston Celtics          Jahlil Okafor     4    4.3     1.5     0.8     2.5     .300     0       0      .000      0        0      .000    0.5      1      0.3     0.8      0       0       0       0
       12            Boston Celtics         Victor Oladipo     48   28.3    12.8    4.8     10.2    .473    2.4     2.9     .842     0.7       2      .344    0.4     3.9     3.4      3      1.7     2.4     0.8      0
       12            Boston Celtics           Ken Norman       48   8.4     4.3     1.9     3.4     .574    0.3     0.6     .516     0.1      0.1     .500    0.6     1.9     0.4     0.8     0.2     0.7     0.1      0
       12            Boston Celtics       Kristaps Porzingis   49   21.9    11.4    4.1     9.3     .445    2.4      3      .797     0.7      2.1     .324    1.7      6       1      3.1     0.6     1.8     1.3      0
       12            Boston Celtics          Julius Randle     15   14.1    4.3     1.4     4.3     .323    1.5     2.3     .647      0       0.2     .000    1.1     4.7     1.2     2.5     0.1     0.7     0.2      0
       12            Boston Celtics          Elfrid Payton     32   8.9     3.3     1.3      3      .427    0.7      1      .656     0.1      0.4     .167    0.3     1.2     2.6     0.8     0.5     0.8     0.1      0
       12            Boston Celtics           Evan Turner      54   29.6    9.9      4      9.3     .429    1.9     2.2     .833     0.1      0.6     .171    0.8     4.4     5.1     2.8     1.1     2.1     0.5      0
       12            Boston Celtics         Jared Sullinger    54   24.6    8.5     3.7     8.6     .434    0.9     1.6     .551     0.1      0.9     .167    2.9     7.6     2.8     3.5     1.1     1.4     0.7      0
       12            Boston Celtics          Mark Jackson      54   17.4    5.1     1.9     4.1     .477    0.5     0.7     .692     0.7      1.7     .402    0.7     2.3     4.6     1.1     0.7     1.5      0       0
       12            Boston Celtics             Totals         54  241.6   113.1    43.3    92.6    .467    21.9    27.5    .795     4.8      15.9    .300    13.1    47.9    31.2    26.4    9.2     19.1    5.9      0
       12            Boston Celtics             DTotals        54  241.4    116     44.4     93     .477    22.5    29.7    .758     4.8      14.4    .336     13     47.1    29.4    24.6    9.6     17.7     6       0
       12                 Team                   Name          Gp   Min     FGM     FGA     FG%     FTM     FTA     FT%   3pt Made 3pt Att    3pt%   O Reb    Reb     Ast      PF     STL      TO     BLK      TF      ?
       13          Syracuse Nationals        LeBron James      49    30     20.3    8.3     14.6    .570    3.1     4.2     .733     0.6      2.3     .261     2      7.1     4.6     2.5     1.1      3      0.5      0
       13          Syracuse Nationals        Demar DeRozan     51   22.5    14.9    4.7     9.9     .476    5.3     6.1     .863     0.2      0.7     .263    0.6     2.9     2.9     1.8     0.6     1.5     0.1      0
       13          Syracuse Nationals        Reggie Miller     9    10.4    5.4     1.6     3.1     .500    1.6     1.8     .875     0.8      1.7     .467     0      0.8     1.2     0.7     0.4     0.3      0       0
       13          Syracuse Nationals       Vern Mikkelsen     54   16.6    7.7     3.2     6.3     .504    1.2     1.5     .807     0.1      0.1     .500     1      4.3     0.9     2.1     0.5     0.8     0.9      0
       13          Syracuse Nationals         Steve Nash       53   31.6    15.8     6       12     .502    2.6     2.7     .938     1.2      3.2     .375    0.5     3.7     9.3     1.7     0.5     3.6     0.2      0
       13          Syracuse Nationals       Maurice Stokes     54    33     13.8     6      13.7    .437    1.6     2.3     .691     0.3      0.7     .350    3.2     10.4    4.2     3.9     1.3     2.1     1.9      0
       13          Syracuse Nationals        Stan Patrick      36   10.7    5.6     2.1     4.4     .481     1      1.4     .686     0.3      0.8     .400    0.3     1.3     1.1     0.9     0.4      1      0.2      0
       13          Syracuse Nationals         Swen Nater       52   24.7    9.4     3.8     8.6     .445    1.7     2.2     .779      0       0.2     .167    2.1     7.5     1.6      3      0.4     1.2     0.4      0
       13          Syracuse Nationals          Red Kerr        18   10.3     5      1.9     3.9     .479    1.2     1.9     .647      0        0      .000    0.4     2.1     0.3     0.8     0.2     0.6     0.5      0
       13          Syracuse Nationals        Calvin Murphy     49   16.8    9.9     3.4     7.7     .448    2.7     3.1     .857     0.4      1.3     .288    0.4     1.2     2.1     2.5     0.7      1       0       0
       13          Syracuse Nationals       Scottie Pippen     44   30.3    11.9    4.7     9.4     .501    1.4     1.9     .723     1.1      3.2     .338    0.8     4.1     4.5     3.1     1.4     1.9     0.5      0
       13          Syracuse Nationals        Paul Pressey      54   15.3    6.4     2.2      4      .542    1.8     2.3     .779     0.3      0.7     .425    0.7     2.2     3.2     1.5     0.7     1.4     0.2      0
       13          Syracuse Nationals       David Robinson     35    23     8.1     3.4     7.1     .478    1.4     1.8     .762      0        0      .000    2.3     6.6     0.9     2.2      1      1.1     1.5      0
       13          Syracuse Nationals        Dennis Rodman     38   7.1      3      1.3     2.6     .510    0.3     0.8     .419      0        0      .000    0.7     1.8     0.3     1.3     0.3     0.5     0.1      0
       13          Syracuse Nationals           Totals         54  240.4   117.4    45.4    92.6    .490    22.5    28.5    .791     4.2      12.4    .335    13.2    48.5    33.2    24.1     8      17.5    5.9      0
       13          Syracuse Nationals           DTotals        54  240.5   115.2    44.5    93.6    .476    21.2    27.4    .774     4.9      15.4    .321    12.8    44.9    28.5    25.4    8.8     16.4    5.8      0
       13                 Team                   Name          Gp   Min     FGM     FGA     FG%     FTM     FTA     FT%   3pt Made 3pt Att    3pt%   O Reb    Reb     Ast      PF     STL      TO     BLK      TF      ?
       14          Washington Wizards         Paul George      53   22.8    13.4    4.3     9.5     .452    3.9     4.6     .864     0.8      2.4     .352    0.7     4.2     2.5     2.7     1.5     2.6     0.2      0
       14          Washington Wizards         Bob Lanier       53   30.3     17      7      14.4    .486     3      3.7     .820      0       0.1     .143    2.6     9.2     2.2     3.9     1.1     2.4     1.9      0
       14          Washington Wizards        Klay Thompson     53   29.2    16.1     6      13.1    .454    2.3     2.7     .867     1.8      4.9     .372    0.5     3.2     1.8     2.2     0.5     1.4     0.3      0
       14          Washington Wizards        Kemba Walker      52   16.6    9.3      3      7.1     .420    2.6      3      .877     0.8       2      .410    0.4     1.9     2.8     0.9      1       1      0.3      0
       14          Washington Wizards        Patrick Ewing     54   11.4    5.1     2.1     4.9     .434    0.9     1.5     .600      0        0      .000    0.7     3.2     0.4     1.8     0.3     0.9     0.8      0
       14          Washington Wizards         Jerry Lucas      51   36.8    14.4    5.9     11.9    .495     2      2.3     .840     0.7      1.8     .374    4.7     12.9    2.6     3.4     0.9     1.8     0.7      0
       14          Washington Wizards        Leroy Loggins     39   12.8    5.8     2.3      5      .464    1.1     1.4     .768     0.1      0.3     .231    0.7     2.1     0.6     1.5     0.4      1      0.2      0
       14          Washington Wizards         Jeff Teague      48   27.5    11.6    4.1     9.4     .431    2.8     3.5     .813     0.6      1.6     .413    0.4     2.5     8.1     2.7     1.7     2.8     0.3      0
       14          Washington Wizards       George Glamack     44   12.8    5.5     1.8     3.8     .491    1.6     2.7     .593     0.2      0.7     .290    0.8     3.3      1      1.5     0.3     0.5     0.6      0
       14          Washington Wizards        Derek Harper      52   22.7    9.7     3.5     7.6     .466    1.3     1.9     .673     1.3      3.2     .418    0.4     1.7     5.2      2      1.3     1.1     0.1      0
       14          Washington Wizards       Reggie Jackson     13   8.8     4.7     1.6     2.8     .583    1.1     1.3     .824     0.4      0.8     .455    0.2      1      1.4     0.8     0.4     0.5     0.1      0
       14          Washington Wizards      Andrei Kirilenko    53   21.9    9.6     3.3     6.7     .489    2.7     3.3     .808     0.4      1.3     .282    1.7     4.5     1.6     2.7     1.6     1.4     1.1      0
       14          Washington Wizards         Willie Wise      3     5       3       1       3      .333    0.7     0.7    1.000     0.3      0.7     .500     0      1.3     0.3      1       0      0.7     0.3      0
       14          Washington Wizards        Inman Jackson     31   13.7    5.3     2.2     4.5     .486    0.9     1.5     .596      0        0      .000    1.3      4       1      1.7     0.5     0.8     0.5      0
       14          Washington Wizards           Totals         54  240.5   115.5    42.6    91.7    .465    23.6    29.9    .791     6.6      17.8    .372    13.6    48.6    27.9    25.1    10.6    16.5    6.6      0
       14          Washington Wizards           DTotals        54  240.7   109.1    41.5    91.6    .453    21.9    28.8    .760     4.2      14.5    .292     14     47.7    27.6    26.4    9.5     17.3    6.2      0
       14                 Team                   Name          Gp   Min     FGM     FGA     FG%     FTM     FTA     FT%   3pt Made 3pt Att    3pt%   O Reb    Reb     Ast      PF     STL      TO     BLK      TF      ?
       15             Brooklyn Nets          Leroy Edwards     20   30.3    18.2    7.5     16.8    .443    3.2     3.9     .808     0.1      0.8     .133    3.1      8      2.6     4.2     2.4     2.4     1.4      0
       15             Brooklyn Nets           Ed Macauley      54   28.4    12.5    4.9      10     .494    2.4     3.2     .726     0.3      1.6     .209    1.9     6.2     2.5     4.1     1.2     1.7     1.1      0
       15             Brooklyn Nets           Nat Holman       51   28.2    14.2    5.8     13.3    .434    1.8     2.3     .795     0.8      2.6     .306    0.8     2.6     3.6     2.2     1.7     3.1     0.4      0
       15             Brooklyn Nets           Zach LaVine      54   23.8    12.1    4.8     10.3    .471    1.6     2.2     .761     0.8      2.1     .379    0.3     2.1     3.7     2.9     0.7     1.6     0.1      0
       15             Brooklyn Nets         Horse Haggerty     53    16     7.3     3.1     6.4     .493    1.1     1.8     .589      0       0.1     .000    1.6     4.6     0.9     2.4     0.3     1.5     1.2      0
       15             Brooklyn Nets        D'Angelo Russell    53   25.2    10.4    3.9     9.9     .396    1.5     2.1     .705      1       2.7     .382    0.6     2.8     3.8     2.4     1.2     2.5     0.2      0
       15             Brooklyn Nets         Ruben Patterson    52   24.6    11.5    4.6     9.2     .500    2.2      3      .737     0.1      0.5     .192     2      4.1     1.7     2.3     1.3     1.8     0.6      0
       15             Brooklyn Nets         Derrick Coleman    9    9.6     3.7     1.4     3.9     .371    0.6      1      .556     0.2      0.7     .333    0.6     2.3     0.4     1.2     0.1     1.8     0.6      0
       15             Brooklyn Nets          Myles Turner      54   23.7     10     4.1     9.5     .429    1.8     2.4     .727      0       0.3     .133    1.2     5.4     0.8     4.1     0.5     1.1     1.2      0
       15             Brooklyn Nets         Stanley Johnson    51   22.8    7.4     2.8     8.1     .342    1.4     1.7     .793     0.5      2.1     .267     1       4      1.9     3.9     0.9     1.9     0.1      0
       15             Brooklyn Nets         Justise Winslow    53   25.4    5.7     2.3     5.6     .411    0.8     1.3     .657     0.3      1.1     .241    1.4     4.5     1.7     3.1     0.7     1.6     0.3      0
       15             Brooklyn Nets          Mario Hezonja     43   14.4    4.8     1.8     4.9     .378    0.6     0.6     .889     0.6       2      .299    0.3     1.7     1.4     1.8     0.4     1.2     0.1      0
       15             Brooklyn Nets          Clint Capela      21   8.8     3.1     1.3     3.1     .424    0.5     2.6     .185      0        0      .000     1      3.4     0.2      2       0      0.6     0.8      0
       15             Brooklyn Nets           Dante Exum       2     6       0       0       1      .000     0       0      .000      0        0      .000     0       0       0       4       0       0       0       0
       15             Brooklyn Nets             Totals         54  240.5   102.1    40.7    91.8    .444    16.3    22.7    .719     4.3      14.7    .293    12.6    41.5    20.8     31     9.6     17.9     6       0
       15             Brooklyn Nets             DTotals        54  240.5   120.4    43.5    87.5    .497    28.8    37.5    .768     4.7      13.4    .351    14.3    50.6     29     23.4     10     17.2     6       0
       15                 Team                   Name          Gp   Min     FGM     FGA     FG%     FTM     FTA     FT%   3pt Made 3pt Att    3pt%   O Reb    Reb     Ast      PF     STL      TO     BLK      TF      ?
       16             Oakland Oaks         KarlAnthony Towns   55   29.8     17     7.3     13.2    .555    2.2     2.5     .850     0.2      0.6     .387    2.6     8.5     1.8     4.3     0.6     2.2     1.3      0
       16             Oakland Oaks            Al Horford       55   22.6    11.4     5       10     .498    0.9     1.2     .776     0.5      1.6     .322    1.9     5.9     2.6     2.8     0.6     0.9      1       0
       16             Oakland Oaks           Fats Jenkins      47   30.1    12.3    4.7     11.6    .407    2.2     2.8     .774     0.6      2.1     .290    0.8     2.7     6.6     2.7     1.8     2.7     0.1      0
       16             Oakland Oaks           Jabari Parker     50   31.8    14.1     6      12.6    .480     2      2.7     .754      0       0.3     .071    2.1     4.5     2.2     3.1     0.8     1.4     0.3      0
       16             Oakland Oaks            Enes Kanter      55   23.2    12.1     5      9.1     .549     2      2.5     .777     0.1      0.2     .250    3.9     7.7     0.3     3.1     0.3     1.6     0.4      0
       16             Oakland Oaks          Emmanuel Mudiay    33   26.6    10.7    4.3     10.5    .412    1.5     2.4     .638     0.6      1.6     .365    0.4     2.5      6      2.5     0.8     3.4     0.7      0
       16             Oakland Oaks           Bill Sharman      54   23.9     11     4.3     9.4     .454    1.6     1.9     .829     0.8      2.7     .306    0.6     2.6     1.8     2.5     1.5     1.3      0       0
       16             Oakland Oaks            CJ McCollum      53   13.1    5.2     1.9     4.6     .420    0.7     1.1     .661     0.7      1.5     .451    0.2     1.2     1.5     1.7     0.3     1.3     0.1      0
       16             Oakland Oaks          Tom Boerwinkle     44   5.9     1.8     0.8     1.7     .452    0.3     0.5     .750      0        0      .000    0.5     1.6     0.6     0.9     0.2     0.5     0.3      0
       16             Oakland Oaks           Jusuf Nurkic      2    8.5      1       0       3      .000     1       1     1.000      0        0      .000     1       2       0       1      1.5      1       1       0
       16             Oakland Oaks           Jose Calderon     36   8.6     2.8     1.1     2.6     .411    0.6     0.6     .913      0       0.6     .048    0.1     0.6     1.4     0.5     0.3     0.6      0       0
       16             Oakland Oaks            Brad Miller      55   16.6    8.1     2.9     6.3     .463    2.3     2.7     .827      0       0.1     .000    1.9     4.8     0.9     2.5     0.5     0.9     0.7      0
       16             Oakland Oaks         Darrell Armstrong   55   14.5    5.4     1.8     4.6     .383    1.3     1.5     .889     0.6      2.2     .264    0.4     0.8     3.5     2.2     0.8     1.8     0.2      0
       16             Oakland Oaks            Larry Nance      53   15.9    7.3     3.2     5.9     .530     1      1.7     .576      0       0.1     .000     1       3      1.1     2.4     0.6     1.2     1.1      0
       16             Oakland Oaks              Totals         55   240    109.5    44.3    93.9    .472     17     22.2    .764     3.9      12.3    .313    15.7    44.1    27.3    28.7    8.1     18.4    5.9      0
       16             Oakland Oaks              DTotals        55  240.2   123.3    46.2    89.1    .519    25.7    33.1    .776     5.2       14     .373    12.9    44.9    30.7    22.5     10     15.8     6       0
       16                 Team                   Name          Gp   Min     FGM     FGA     FG%     FTM     FTA     FT%   3pt Made 3pt Att    3pt%   O Reb    Reb     Ast      PF     STL      TO     BLK      TF      ?
       17             San Diego Qs            Kobe Bryant      51   36.5    24.1    8.7      18     .482    5.9      7      .838     0.9       3      .309    1.3     5.5     4.7     3.8      2      3.3     0.2      0
       17             San Diego Qs           Walt Bellamy      54   33.2    18.4    7.6     13.5    .560    3.2     4.6     .706      0       0.1     .250    3.1     10.7    1.8     4.5     0.9     2.1      2       0
       17             San Diego Qs            Brandon Roy      36   30.4    16.6    6.2     12.4    .503    3.4     4.3     .786     0.8      2.4     .341    1.1      4      5.2     2.3     1.1     1.8     0.2      0
       17             San Diego Qs           Marvin Barnes     44   24.1    12.2     5      10.1    .491    2.2     3.2     .700     0.1      0.3     .214    1.3     5.9     1.4     3.4      1      1.5      1       0
       17             San Diego Qs           Tom Heinsohn      53   21.4    11.4    4.5     9.4     .480    2.2     2.6     .861     0.2      0.5     .423    1.6     5.2     1.5     2.6     0.8     1.2     0.6      0
       17             San Diego Qs           Sleepy Floyd      55   31.5    11.1    3.5     8.5     .419    2.9     3.5     .848     1.1      3.5     .304    0.6     2.7     8.9     2.5      2      2.7     0.2      0
       17             San Diego Qs          Cedric Maxwell     53   30.2    11.5    3.7     6.9     .530     4      4.8     .833     0.1      0.4     .182    2.1     7.5     2.1     3.4      1      1.9     0.9      0
       17             San Diego Qs           Bob Dandridge     43   12.3    5.1     2.1     4.6     .460    0.7     0.9     .775     0.1      0.6     .240    0.6     2.5     0.8     1.5     0.5     0.6     0.2      0
       17             San Diego Qs           Ray Williams      43   21.3    9.8     3.7     9.3     .402    1.5     2.3     .673     0.9      3.2     .266    0.8     2.8     5.9     2.4     1.3     2.5     0.2      0
       17             San Diego Qs          Gerald Wallace     46   18.1    7.1     2.6     5.5     .474    1.5     1.8     .817     0.4      1.1     .388    0.8     3.4     1.2     2.1      1      1.1     0.3      0
       17             San Diego Qs             Sam Lacey       28   8.4     2.8     1.1     2.5     .443    0.5     0.6     .778     0.1      0.1    1.000    0.8     2.7     0.5     1.4     0.1     0.5     0.6      0
       17             San Diego Qs        Zydrunas Ilgauskas   52   7.9     4.2     1.4      3      .456    1.5     1.8     .800      0        0      .000    0.8      2      0.5     1.5     0.2     0.8     0.5      0
       17             San Diego Qs          Maurice Cheeks     51   8.2     2.9     1.1     1.9     .577    0.6     0.7     .853     0.1      0.2     .600    0.2     1.1     1.9     0.5     0.6     0.7     0.1      0
       17             San Diego Qs           Horace Grant      8    7.4     2.9      1      2.3     .444    0.9      1      .875      0        0      .000    0.4     1.1     0.3     1.1      0      0.4      0       0
       17             San Diego Qs              Totals         54  240.9   116.7    43.8    90.4    .485    25.3    32.1    .789     3.8      12.5    .303    12.8     47     30.7    27.4    10.3    17.6    6.1      0
       17             San Diego Qs              DTotals        54  240.9   112.3    41.6    91.4    .455    25.2    32.9    .767     3.8      13.2    .290    14.4    46.4    28.5    26.7    9.9      18     6.7      0
       17                 Team                   Name          Gp   Min     FGM     FGA     FG%     FTM     FTA     FT%   3pt Made 3pt Att    3pt%   O Reb    Reb     Ast      PF     STL      TO     BLK      TF      ?
       18              Utah Stars           Michael Jordan     55   34.2     23     8.9     19.1    .467     5      6.1     .815     0.2      1.5     .141    1.5     5.8     3.1     2.5     1.8     1.8     0.5      0
       18              Utah Stars          Rudy Tomjanovich    52   35.4    19.7    7.3     13.5    .538    3.3     4.1     .821     1.8      4.9     .369    2.1     6.6     2.5     3.7      1      1.2     0.8      0
       18              Utah Stars            Blake Griffin     35   28.1    16.6    6.6     13.1    .502    3.3     4.5     .726     0.2      0.3     .600    1.4     6.5     3.9     3.4     0.5     1.6     0.4      0
       18              Utah Stars          Shaquille O'Neal    55   23.1    15.1    6.3     10.5    .604    2.4     4.8     .491      0        0      .000    2.2     6.8     1.1     3.9     0.3     1.7      1       0
       18              Utah Stars            Paul Westphal     52    29     15.6    5.6     11.1    .506    3.1     3.9     .801     1.3      3.6     .365    0.5      2      5.7     2.3     1.4     2.5     0.4      0
       18              Utah Stars            Warren Jabali     32   17.8    10.7    3.7     8.4     .440    2.6     3.6     .716     0.8      2.4     .316    1.2      4      2.4     1.8     0.7     2.1     0.5      0
       18              Utah Stars            Jamaal Wilkes     24   9.8     4.2     1.5     3.8     .400    1.1     1.9     .565     0.1      0.3     .333    0.7      2      1.1     0.8     0.5     0.8      0       0
       18              Utah Stars            Walt Frazier      52   34.4    12.9    4.9     9.7     .500    2.6     3.6     .725     0.5      2.2     .226     1       4      8.5     3.3     2.6     3.1     0.2      0
       18              Utah Stars             Greg Monroe      50   23.1    12.2    5.2     9.5     .544    1.8     2.5     .717      0        0      .000    2.4     7.1     1.6     3.2     0.9     1.2     0.7      0
       18              Utah Stars           Louis Williams     52   15.5    8.7      3      6.9     .432    2.1     2.6     .801     0.6       2      .324    0.2     1.1     2.4     1.4     0.5     0.9     0.1      0
       18              Utah Stars             Tim Duncan       50   27.7     13     5.6     10.8    .517    1.8     2.7     .662      0        0      .000    2.8      9      2.8     3.2     0.9     2.1     1.7      0
       18              Utah Stars            Andrew Toney      30   9.5     5.1      2      4.4     .451    0.6     0.9     .692     0.5      1.4     .390    0.1     0.5     1.3     1.1     0.3     0.8      0       0
       18              Utah Stars            Shawn Marion      46   27.1    12.7    5.7     10.3    .554     1      1.3     .780     0.3      0.8     .351    2.2     6.8     2.7      2      1.1     1.2     0.4      0
       18              Utah Stars            Chuck Gilmur      46   8.3      4      1.5     2.6     .602    0.8     1.3     .672      0       0.3     .133    0.7     2.2     1.6     2.2     0.2     0.4     0.4      0
       18              Utah Stars               Totals         55   240    118.5     45      91     .495    24.2    32.9    .735     4.2      13.3    .317    14.7    48.9    32.3    25.7    10.9    16.2    5.8      0
       18              Utah Stars               DTotals        55   240    107.1    40.1    88.9    .451    22.8    29.2    .780     4.1      13.6    .305    13.4    44.4    26.4    27.6    10.1     18     6.6      0
       18                 Team                   Name          Gp   Min     FGM     FGA     FG%     FTM     FTA     FT%   3pt Made 3pt Att    3pt%   O Reb    Reb     Ast      PF     STL      TO     BLK      TF      ?
       19            Anaheim Amigos         Damian Lillard     49   32.3    18.3    6.3     13.9    .454    4.2     4.8     .880     1.6      4.2     .373    0.8     3.5     6.9     2.7     0.8      3      0.3      0
       19            Anaheim Amigos          Chris Mullin      47   31.5    17.9     6      11.6    .512    4.5     4.9     .918     1.5       4      .372    1.3     5.3     3.2      2      1.3     2.1     0.7      0
       19            Anaheim Amigos         Antoine Walker     54   13.9    5.9     2.2     5.6     .387    0.9     1.2     .731     0.7      2.2     .314    0.7     3.4     1.9     1.6     0.4     0.9     0.1      0
       19            Anaheim Amigos          Tom Gugliotta     54   32.6    14.5    5.3     12.1    .437    3.7     4.4     .835     0.2      0.9     .234    1.9     8.1     4.6     3.6     1.6     2.9      1       0
